area_type,availability,location,size_bhk,total_sqft,bath,balcony,price,price_per_sqft,availability_grouped
Plot  Area,Ready To Move,Gayathri Nagar,2.0,880.0,1.0,0.0,90.0,10227.272727272728,Ready To Move
Super built-up  Area,18-Aug,Maruthi Nagar,3.0,1250.0,3.0,2.0,42.0,3360.0,Upcoming
Super built-up  Area,Ready To Move,Hebbal,3.0,3520.0,5.0,2.0,240.0,6818.181818181818,Ready To Move
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,1041.0,2.0,2.0,54.0,5187.319884726225,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1505.0,2.0,2.0,60.0,3986.7109634551493,Ready To Move
Super built-up  Area,18-Jul,Bannerghatta,3.0,1776.0,3.0,2.0,150.0,8445.945945945947,Upcoming
Super built-up  Area,Ready To Move,Bellandur,3.0,1767.0,3.0,2.0,89.0,5036.785512167516,Ready To Move
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2.0,1293.0,2.0,2.0,80.0,6187.161639597834,Ready To Move
Super built-up  Area,Ready To Move,Kengeri,2.0,1320.0,2.0,1.0,50.0,3787.878787878788,Ready To Move
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2.0,1280.0,2.0,2.0,68.48,5350.0,Ready To Move
Super built-up  Area,19-Mar,Thanisandra,2.0,1245.0,2.0,1.0,83.05,6670.682730923695,Upcoming
Super built-up  Area,Ready To Move,Haralur Road,2.0,1027.0,1.0,2.0,44.0,4284.323271665044,Ready To Move
Built-up  Area,Ready To Move,Yelenahalli,2.0,1200.0,2.0,2.0,46.17,3847.5,Ready To Move
Super built-up  Area,21-Dec,Kanakpura Road,3.0,1100.0,3.0,2.0,58.0,5272.727272727273,Upcoming
Plot  Area,Ready To Move,Medahalli,3.0,1065.0,3.0,1.0,72.0,6760.56338028169,Ready To Move
Super built-up  Area,21-Dec,Kannamangala,3.0,1814.0,3.0,1.0,129.0,7111.35611907387,Upcoming
Super built-up  Area,Ready To Move,Ramagondanahalli,3.0,1610.0,2.0,1.0,112.0,6956.521739130435,Ready To Move
Built-up  Area,Ready To Move,Kumaraswami Layout,1.0,850.0,1.0,1.0,78.0,9176.470588235294,Ready To Move
Super built-up  Area,18-Jul,Kasavanhalli,3.0,1600.0,3.0,3.0,79.0,4937.5,Upcoming
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3.0,3200.0,4.0,2.0,140.0,4375.0,Ready To Move
Built-up  Area,Ready To Move,Canara Bank Colony,3.0,1250.0,2.0,1.0,77.13,6170.4,Ready To Move
Super built-up  Area,Ready To Move,Haralur Road,2.0,1243.0,2.0,2.0,46.0,3700.7240547063557,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1452.0,3.0,3.0,60.98,4199.724517906336,Ready To Move
Super built-up  Area,Ready To Move,Ittamadu,3.0,1475.0,3.0,3.0,75.0,5084.745762711865,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,1353.0,2.0,3.0,75.0,5543.2372505543235,Ready To Move
Carpet  Area,Ready To Move,Maruthi Sevanagar,4.0,2100.0,3.0,0.0,210.0,10000.0,Ready To Move
Super built-up  Area,21-Aug,Electronics City Phase 1,3.0,1750.0,3.0,2.0,58.0,3314.285714285714,Upcoming
Plot  Area,Ready To Move,Whitefield,4.0,4800.0,4.0,3.0,550.0,11458.333333333334,Ready To Move
Built-up  Area,Ready To Move,Sahakara Nagar,2.0,1270.0,2.0,1.0,96.0,7559.055118110236,Ready To Move
Built-up  Area,Ready To Move,Battarahalli,4.0,2700.0,3.0,0.0,75.0,2777.777777777778,Ready To Move
Plot  Area,Ready To Move,8th Phase JP Nagar,4.0,1200.0,4.0,2.0,270.0,22500.0,Ready To Move
Built-up  Area,19-May,Thanisandra,4.0,2695.0,4.0,3.0,188.0,6975.881261595548,Upcoming
Super built-up  Area,Ready To Move,Hessarghatta,3.0,1330.0,3.0,2.0,65.0,4887.2180451127815,Ready To Move
Built-up  Area,Ready To Move,Electronic City,2.0,660.0,1.0,0.0,18.0,2727.2727272727275,Ready To Move
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1400.0,2.0,3.0,90.0,6428.571428571428,Ready To Move
Built-up  Area,Ready To Move,Gubbalala,4.0,4000.0,5.0,1.0,195.0,4875.0,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1700.0,3.0,2.0,75.0,4411.764705882353,Ready To Move
Built-up  Area,Ready To Move,Kasavanhalli,2.0,1585.0,2.0,2.0,90.0,5678.233438485804,Ready To Move
Super built-up  Area,Ready To Move,Kothanur,3.0,1385.0,3.0,3.0,67.0,4837.545126353791,Ready To Move
Super built-up  Area,18-Jul,Electronic City,2.0,1128.0,2.0,1.0,67.0,5939.7163120567375,Upcoming
Super built-up  Area,Ready To Move,HSR Layout,2.0,1203.0,2.0,2.0,60.0,4987.5311720698255,Ready To Move
Super built-up  Area,Ready To Move,Mallasandra,2.0,905.0,2.0,1.0,35.0,3867.403314917127,Ready To Move
Super built-up  Area,19-Mar,Hennur Road,3.0,1450.0,3.0,2.0,79.0,5448.275862068966,Upcoming
Super built-up  Area,Ready To Move,Varthur,2.0,1105.0,2.0,3.0,38.0,3438.914027149321,Ready To Move
Plot  Area,18-Apr,Channasandra,2.0,1200.0,2.0,1.0,46.13,3844.1666666666665,Upcoming
Super built-up  Area,Ready To Move,Jalahalli,3.0,1530.0,2.0,3.0,89.0,5816.993464052288,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1105.0,2.0,1.0,35.4,3203.6199095022625,Ready To Move
Super built-up  Area,18-Jul,Dasarahalli,2.0,1333.0,2.0,1.0,78.56,5893.473368342085,Upcoming
Built-up  Area,17-Sep,Hongasandra,2.0,1065.0,2.0,2.0,45.0,4225.352112676056,Upcoming
Plot  Area,Immediate Possession,Hosur Road,2.0,1350.0,2.0,2.0,8.44,625.1851851851852,Upcoming
Super built-up  Area,Ready To Move,Haralur Road,2.0,1243.0,2.0,2.0,46.0,3700.7240547063557,Ready To Move
Super built-up  Area,18-Dec,Old Madras Road,3.0,1530.0,3.0,2.0,76.34,4989.5424836601305,Upcoming
Plot  Area,Ready To Move,Margondanahalli,2.0,1200.0,2.0,1.0,65.0,5416.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1270.0,2.0,1.0,94.0,7401.574803149606,Ready To Move
Super built-up  Area,Ready To Move,Bellandur,3.0,1830.0,3.0,3.0,89.0,4863.3879781420765,Ready To Move
Super built-up  Area,Ready To Move,Chandapura,2.0,900.0,2.0,3.0,35.0,3888.8888888888887,Ready To Move
Plot  Area,Ready To Move,Attibele,4.0,2400.0,2.0,2.0,250.0,10416.666666666666,Ready To Move
Plot  Area,Ready To Move,Varsova Layout,6.0,7000.0,6.0,2.0,560.0,8000.0,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,1450.0,2.0,2.0,78.0,5379.310344827586,Ready To Move
Super built-up  Area,Ready To Move,J C Nagar,3.0,1525.0,3.0,3.0,65.0,4262.295081967213,Ready To Move
Built-up  Area,Ready To Move,Mahalakshmi Layout,2.0,1080.0,2.0,1.0,67.0,6203.7037037037035,Ready To Move
Built-up  Area,Ready To Move,Bagalur Main Road,2.0,1220.0,2.0,2.0,72.0,5901.639344262295,Ready To Move
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,44.4,3700.0,Ready To Move
Plot  Area,Ready To Move,R.T. Nagar,3.0,2400.0,3.0,0.0,348.0,14500.0,Ready To Move
Super built-up  Area,Ready To Move,Govindapura,2.0,1500.0,2.0,2.0,60.0,4000.0,Ready To Move
Built-up  Area,Ready To Move,Koramangala,2.0,1355.0,2.0,2.0,95.0,7011.070110701107,Ready To Move
Built-up  Area,17-Jul,Electronic City,2.0,1070.0,2.0,1.0,57.0,5327.102803738318,Upcoming
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,1980.0,4.0,1.0,180.0,9090.90909090909,Ready To Move
Super built-up  Area,Ready To Move,Bommasandra,2.0,842.0,2.0,2.0,30.0,3562.9453681710215,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,1.0,700.0,1.0,1.0,31.2,4457.142857142857,Ready To Move
Built-up  Area,Ready To Move,Doddakammanahalli,3.0,2500.0,4.0,2.0,65.0,2600.0,Ready To Move
Built-up  Area,Ready To Move,"Kanakapura Road, ",3.0,1884.0,3.0,2.0,95.0,5042.462845010616,Ready To Move
Built-up  Area,Ready To Move,Dena Bank Colony,2.0,1100.0,2.0,2.0,75.0,6818.181818181818,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1196.0,2.0,2.0,40.54,3389.632107023411,Ready To Move
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,85.0,4670.32967032967,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,2.0,1185.0,2.0,2.0,43.5,3670.8860759493673,Ready To Move
Super built-up  Area,Ready To Move,Varthur,3.0,2145.0,3.0,2.0,170.0,7925.407925407925,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1220.0,2.0,1.0,89.0,7295.081967213115,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1116.0,2.0,3.0,51.91,4651.433691756272,Ready To Move
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,1192.0,2.0,3.0,75.0,6291.946308724832,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,3.0,1449.0,3.0,2.0,110.0,7591.44237405107,Ready To Move
Plot  Area,Ready To Move,Ardendale,3.0,2500.0,3.0,1.0,250.0,10000.0,Ready To Move
Built-up  Area,Ready To Move,Electronic City,3.0,1700.0,3.0,2.0,90.0,5294.117647058823,Ready To Move
Super built-up  Area,18-Aug,Hebbal,3.0,1920.0,3.0,2.0,150.0,7812.5,Upcoming
Plot  Area,Ready To Move,BTM 4th Stage,2.0,1350.0,2.0,0.0,90.0,6666.666666666667,Ready To Move
Plot  Area,Ready To Move,Devanahalli Int. Airport,4.0,4800.0,5.0,2.0,350.0,7291.666666666667,Ready To Move
Built-up  Area,Ready To Move,"Sarjapur Road, ",3.0,1700.0,3.0,2.0,74.0,4352.941176470588,Ready To Move
Super built-up  Area,19-Dec,Hoodi,2.0,1447.0,3.0,2.0,76.0,5252.24602626123,Upcoming
Super built-up  Area,19-Jul,Kanakpura Road,2.0,1329.0,2.0,1.0,107.0,8051.166290443943,Upcoming
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,1314.0,2.0,2.0,70.44,5360.730593607306,Ready To Move
Plot  Area,Ready To Move,Hal old airport road,3.0,1200.0,3.0,2.0,110.0,9166.666666666666,Ready To Move
Super built-up  Area,19-Mar,Hosa Road,3.0,1513.0,3.0,1.0,103.0,6807.666886979511,Upcoming
Super built-up  Area,Ready To Move,Vittasandra,2.0,1246.0,2.0,1.0,67.5,5417.335473515249,Ready To Move
Super built-up  Area,Ready To Move,Ganga Nagar,1.0,705.0,1.0,1.0,65.0,9219.85815602837,Ready To Move
Super built-up  Area,Ready To Move,Dasarahalli,2.0,1220.0,2.0,2.0,62.0,5081.9672131147545,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka New Town,3.0,1800.0,2.0,1.0,45.0,2500.0,Ready To Move
Super built-up  Area,Ready To Move,Kaval Byrasandra,3.0,1400.0,3.0,2.0,75.0,5357.142857142857,Ready To Move
Super built-up  Area,Ready To Move,Kasavanhalli,2.0,1245.0,2.0,2.0,80.0,6425.70281124498,Ready To Move
Super built-up  Area,Ready To Move,Anantapuram,3.0,1495.0,2.0,1.0,63.0,4214.046822742475,Ready To Move
Plot  Area,Ready To Move,Nagavara,3.0,2000.0,2.0,2.0,275.0,13750.0,Ready To Move
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2.0,996.0,2.0,2.0,36.5,3664.6586345381525,Ready To Move
Built-up  Area,Ready To Move,Yelahanka New Town,2.0,1000.0,2.0,1.0,44.0,4400.0,Ready To Move
Built-up  Area,Ready To Move,Chikka Banaswadi,2.0,1250.0,2.0,3.0,75.0,6000.0,Ready To Move
Super built-up  Area,18-Aug,Chandapura,2.0,975.0,2.0,1.0,24.86,2549.74358974359,Upcoming
Super built-up  Area,Ready To Move,Thanisandra,3.0,1261.0,2.0,1.0,80.0,6344.171292624901,Ready To Move
Built-up  Area,Ready To Move,Electronics City Phase 1,2.0,1080.0,2.0,2.0,46.0,4259.259259259259,Ready To Move
Super built-up  Area,Ready To Move,Akshayanagara East,2.0,1230.0,2.0,1.0,50.0,4065.040650406504,Ready To Move
Super built-up  Area,18-Mar,Kammasandra,2.0,982.0,2.0,2.0,25.53,2599.79633401222,Upcoming
Super built-up  Area,18-May,Bommasandra,3.0,1260.0,3.0,1.0,49.36,3917.4603174603176,Upcoming
Super built-up  Area,Ready To Move,HSR Layout,3.0,1590.0,2.0,2.0,135.0,8490.566037735849,Ready To Move
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,1220.0,2.0,2.0,39.0,3196.72131147541,Ready To Move
Super built-up  Area,18-May,Electronic City Phase II,3.0,1320.0,2.0,1.0,38.12,2887.8787878787875,Upcoming
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,1750.0,3.0,2.0,105.0,6000.0,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,1436.0,2.0,3.0,62.15,4327.994428969359,Ready To Move
Plot  Area,18-Apr,TC Palaya,3.0,1200.0,2.0,0.0,66.0,5500.0,Upcoming
Super built-up  Area,Ready To Move,Malleshwaram,2.0,1500.0,2.0,2.0,140.0,9333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Varthur,3.0,1560.0,3.0,2.0,90.0,5769.2307692307695,Ready To Move
Super built-up  Area,19-Jan,Whitefield,3.0,3758.0,3.0,1.0,300.0,7982.969664715274,Upcoming
Super built-up  Area,Ready To Move,Belatur,2.0,1275.0,2.0,2.0,59.0,4627.450980392156,Ready To Move
Super built-up  Area,Ready To Move,Ramanjaneyanagar,2.0,1040.0,2.0,2.0,36.4,3500.0,Ready To Move
Super built-up  Area,Ready To Move,Bellandur,3.0,2400.0,3.0,2.0,115.0,4791.666666666667,Ready To Move
Plot  Area,18-May,Kaggalipura,4.0,3150.0,5.0,1.0,212.0,6730.158730158731,Upcoming
Super built-up  Area,Ready To Move,Karuna Nagar,3.0,1960.0,3.0,2.0,165.0,8418.367346938776,Ready To Move
Super built-up  Area,Ready To Move,JP Nagar,4.0,3200.0,5.0,3.0,309.0,9656.25,Ready To Move
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,1195.0,2.0,2.0,100.0,8368.200836820084,Ready To Move
Super built-up  Area,Ready To Move,Hosakerehalli,5.0,4500.0,5.0,2.0,145.0,3222.222222222222,Ready To Move
Plot  Area,18-Apr,Sathya Sai Layout,4.0,4304.0,4.0,2.0,699.0,16240.706319702602,Upcoming
Super built-up  Area,18-Jun,Javarandoddi,1.0,648.0,1.0,1.0,40.0,6172.83950617284,Upcoming
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2100.0,3.0,2.0,130.0,6190.476190476191,Ready To Move
Super built-up  Area,19-Dec,Thanisandra main road,4.0,4209.0,4.0,2.0,602.0,14302.684723212164,Upcoming
Super built-up  Area,Ready To Move,Kudlu,2.0,1027.0,2.0,1.0,44.0,4284.323271665044,Ready To Move
Plot  Area,Ready To Move,Whitefield,4.0,1575.0,4.0,3.0,250.0,15873.015873015873,Ready To Move
Super built-up  Area,18-May,Bommasandra,3.0,1365.0,3.0,1.0,52.82,3869.5970695970695,Upcoming
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,650.0,1.0,1.0,18.0,2769.230769230769,Ready To Move
Plot  Area,18-Nov,Chandapura,3.0,1200.0,2.0,1.0,52.0,4333.333333333333,Upcoming
Super built-up  Area,Ready To Move,Cooke Town,2.0,1100.0,2.0,3.0,90.0,8181.818181818182,Ready To Move
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1075.0,2.0,1.0,57.0,5302.325581395349,Ready To Move
Super built-up  Area,Ready To Move,Banashankari,2.0,1100.0,2.0,1.0,63.0,5727.272727272727,Ready To Move
Super built-up  Area,Ready To Move,Akshya Nagar,3.0,1320.0,2.0,1.0,58.0,4393.939393939394,Ready To Move
Super built-up  Area,Ready To Move,Kammasandra,3.0,1500.0,3.0,2.0,65.0,4333.333333333333,Ready To Move
Plot  Area,Ready To Move,Vijaypura,4.0,1200.0,5.0,1.0,150.0,12500.0,Ready To Move
Super built-up  Area,Ready To Move,Vittasandra,2.0,1246.0,2.0,1.0,67.5,5417.335473515249,Ready To Move
Super built-up  Area,18-Apr,Bhoganhalli,3.0,1718.0,3.0,2.0,90.2,5250.291036088475,Upcoming
Super built-up  Area,Ready To Move,Bisuvanahalli,3.0,1075.0,2.0,1.0,32.0,2976.7441860465115,Ready To Move
Super built-up  Area,18-Oct,Chennammana Kere,3.0,1480.0,3.0,1.0,75.48,5100.0,Upcoming
Super built-up  Area,Ready To Move,Austin Town,1.0,500.0,1.0,1.0,13.0,2600.0,Ready To Move
Plot  Area,Ready To Move,3rd Block Banashankari,5.0,2400.0,4.0,1.0,325.0,13541.666666666666,Ready To Move
Plot  Area,18-May,Kaikondrahalli,4.0,1200.0,4.0,2.0,125.0,10416.666666666666,Upcoming
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1041.0,2.0,1.0,36.44,3500.480307396734,Ready To Move
Super built-up  Area,Ready To Move,Doddanekundi,2.0,1128.0,2.0,2.0,48.4,4290.780141843971,Ready To Move
Super built-up  Area,Ready To Move,Hosur Road,3.0,1685.0,3.0,1.0,90.0,5341.246290801187,Ready To Move
Super built-up  Area,Ready To Move,Guddadahalli,2.0,1180.0,2.0,2.0,65.0,5508.474576271186,Ready To Move
Built-up  Area,Ready To Move,Ejipura,2.0,1200.0,2.0,1.0,60.0,5000.0,Ready To Move
Super built-up  Area,18-Apr,Mangammanapalya,3.0,1250.0,3.0,2.0,39.5,3160.0,Upcoming
Super built-up  Area,21-Dec,Kanakpura Road,2.0,900.0,2.0,1.0,41.0,4555.555555555556,Upcoming
Built-up  Area,Ready To Move,Chelekare,2.0,1000.0,2.0,1.0,45.0,4500.0,Ready To Move
Built-up  Area,Ready To Move,Yelahanka New Town,2.0,600.0,2.0,2.0,80.0,13333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Vittasandra,2.0,1404.0,2.0,1.0,70.0,4985.754985754986,Ready To Move
Super built-up  Area,Ready To Move,Ramagondanahalli,3.0,1610.0,2.0,2.0,115.0,7142.857142857143,Ready To Move
Super built-up  Area,18-Jul,Varthur,2.0,1760.0,2.0,1.0,85.0,4829.545454545455,Upcoming
Super built-up  Area,Ready To Move,Amam Enclave Layout,2.0,975.0,2.0,1.0,55.0,5641.025641025641,Ready To Move
Built-up  Area,Ready To Move,Kashi Nagar,2.0,1190.0,2.0,2.0,42.0,3529.4117647058824,Ready To Move
Built-up  Area,Ready To Move,Kudlu,2.0,1110.0,2.0,1.0,46.0,4144.144144144144,Ready To Move
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2415.0,3.0,2.0,399.0,16521.739130434784,Ready To Move
Super built-up  Area,18-May,Gunjur,2.0,1235.0,2.0,2.0,44.5,3603.2388663967613,Upcoming
Super built-up  Area,Ready To Move,Nanjappa Garden,2.0,1275.0,2.0,3.0,55.0,4313.725490196079,Ready To Move
Built-up  Area,Ready To Move,Victoria Layout,2.0,1115.0,2.0,1.0,115.0,10313.90134529148,Ready To Move
Super built-up  Area,Ready To Move,Harlur,2.0,1197.0,2.0,1.0,76.0,6349.206349206349,Ready To Move
Super built-up  Area,20-Dec,Begur Road,1.0,644.0,1.0,1.0,32.0,4968.944099378882,Upcoming
Super built-up  Area,Ready To Move,Bellandur,2.0,1251.0,2.0,3.0,47.0,3756.994404476419,Ready To Move
Super built-up  Area,18-Apr,Neeladri Nagar,2.0,1105.0,2.0,2.0,30.0,2714.9321266968327,Upcoming
Super built-up  Area,18-Aug,4th Phase JP Nagar,2.0,1080.0,2.0,2.0,38.0,3518.5185185185187,Upcoming
Super built-up  Area,Ready To Move,Kudlu,4.0,2100.0,3.0,1.0,114.0,5428.571428571428,Ready To Move
Plot  Area,Ready To Move,Kammanahalli,4.0,1600.0,4.0,1.0,200.0,12500.0,Ready To Move
Super built-up  Area,Ready To Move,NRI Layout,3.0,1731.0,3.0,3.0,64.11,3703.639514731369,Ready To Move
Super built-up  Area,Ready To Move,Hormavu,2.0,1206.0,2.0,1.0,55.0,4560.530679933665,Ready To Move
Super built-up  Area,Ready To Move,Choodasandra,3.0,1560.0,3.0,2.0,78.0,5000.0,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1.0,750.0,1.0,2.0,47.0,6266.666666666667,Ready To Move
Built-up  Area,Ready To Move,Billekahalli,2.0,1035.0,2.0,2.0,90.0,8695.652173913044,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,1.0,702.0,1.0,0.0,35.8,5099.715099715099,Ready To Move
Plot  Area,Ready To Move,Attibele,3.0,1700.0,3.0,1.0,65.0,3823.529411764706,Ready To Move
Super built-up  Area,Ready To Move,HRBR Layout,2.0,1145.0,2.0,2.0,68.5,5982.532751091703,Ready To Move
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3.0,1208.0,2.0,2.0,43.5,3600.9933774834435,Ready To Move
Super built-up  Area,Ready To Move,Brookefield,3.0,1589.0,3.0,2.0,74.0,4657.016991818754,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka New Town,3.0,1426.0,2.0,2.0,61.5,4312.762973352033,Ready To Move
Super built-up  Area,Ready To Move,Green Glen Layout,3.0,1885.0,3.0,2.0,135.0,7161.803713527852,Ready To Move
Super built-up  Area,18-Mar,Old Madras Road,2.0,935.0,2.0,0.0,37.77,4039.5721925133694,Upcoming
Super built-up  Area,18-Apr,Old Madras Road,2.0,1171.0,2.0,2.0,73.0,6233.98804440649,Upcoming
Super built-up  Area,Ready To Move,Singasandra,2.0,1465.0,2.0,3.0,60.0,4095.563139931741,Ready To Move
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,95.0,5219.780219780219,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,1580.0,2.0,2.0,66.85,4231.012658227847,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,1452.0,2.0,2.0,46.29,3188.0165289256197,Ready To Move
Super built-up  Area,Ready To Move,Hennur Road,3.0,1445.0,2.0,1.0,89.56,6197.923875432526,Ready To Move
Super built-up  Area,Ready To Move,Gollahalli,2.0,1170.0,2.0,1.0,39.0,3333.3333333333335,Ready To Move
Super built-up  Area,Ready To Move,Anjappa Layout,2.0,1070.0,2.0,1.0,50.0,4672.897196261682,Ready To Move
Super built-up  Area,21-Dec,Kanakpura Road,3.0,1100.0,3.0,2.0,53.0,4818.181818181818,Upcoming
Super built-up  Area,18-Mar,Kothanur,2.0,1140.0,2.0,2.0,56.0,4912.2807017543855,Upcoming
Built-up  Area,Ready To Move,Rachenahalli,3.0,2600.0,3.0,2.0,160.0,6153.846153846154,Ready To Move
Super built-up  Area,Ready To Move,Shikaripalya,3.0,1532.0,3.0,2.0,59.75,3900.1305483028723,Ready To Move
Super built-up  Area,Ready To Move,AGS Layout,2.0,1150.0,2.0,1.0,46.0,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Jakkur,2.0,1473.0,2.0,1.0,85.0,5770.536320434488,Ready To Move
Super built-up  Area,Ready To Move,Kathriguppe,3.0,1350.0,3.0,2.0,80.99,5999.259259259258,Ready To Move
Super built-up  Area,Ready To Move,Prithvi Layout,4.0,4040.0,4.0,0.0,500.0,12376.237623762376,Ready To Move
Super built-up  Area,18-Jan,CV Raman Nagar,3.0,1980.0,4.0,2.0,166.0,8383.838383838383,Upcoming
Super built-up  Area,22-Jun,Hoodi,3.0,1660.0,3.0,2.0,128.0,7710.843373493976,Upcoming
Plot  Area,Ready To Move,Kogilu,7.0,2456.0,7.0,2.0,85.0,3460.912052117264,Ready To Move
Super built-up  Area,Ready To Move,Chamrajpet,2.0,650.0,2.0,2.0,45.0,6923.076923076923,Ready To Move
Plot  Area,Ready To Move,Neeladri Nagar,5.0,4000.0,5.0,2.0,425.0,10625.0,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,3.0,2475.0,4.0,3.0,340.0,13737.373737373737,Ready To Move
Super built-up  Area,Ready To Move,Chikkakannalli,3.0,1495.0,3.0,2.0,90.0,6020.066889632107,Ready To Move
Super built-up  Area,Ready To Move,R.T. Nagar,2.0,1080.0,2.0,1.0,48.0,4444.444444444444,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,3.0,1521.0,2.0,2.0,57.5,3780.4076265614726,Ready To Move
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,2.0,1053.0,2.0,0.0,51.0,4843.304843304843,Ready To Move
Super built-up  Area,18-Mar,Binny Pete,3.0,2406.0,5.0,2.0,289.0,12011.63757273483,Upcoming
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1050.0,2.0,1.0,42.0,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,3.0,1430.0,2.0,2.0,51.48,3600.0,Ready To Move
Built-up  Area,Ready To Move,Begur,3.0,2400.0,3.0,2.0,12.0,500.0,Ready To Move
Super built-up  Area,18-Apr,OLd Gurappanapalya,3.0,1250.0,3.0,2.0,39.0,3120.0,Upcoming
Plot  Area,Ready To Move,Ramanagara Channapatna,4.0,1200.0,2.0,1.0,75.0,6250.0,Ready To Move
Built-up  Area,Ready To Move,Ulsoor,1.0,840.0,1.0,1.0,150.0,17857.14285714286,Ready To Move
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1000.0,2.0,2.0,39.5,3950.0,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,1630.0,3.0,3.0,68.0,4171.7791411042945,Ready To Move
Super built-up  Area,Ready To Move,Kammasandra,2.0,985.0,2.0,1.0,40.5,4111.675126903553,Ready To Move
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1200.0,2.0,2.0,70.0,5833.333333333333,Ready To Move
Built-up  Area,Ready To Move,Ambalipura,3.0,1650.0,3.0,3.0,100.0,6060.606060606061,Ready To Move
Super built-up  Area,Ready To Move,Mico Layout,3.0,1670.0,3.0,2.0,59.0,3532.934131736527,Ready To Move
Plot  Area,16-Jan,Sarjapur  Road,4.0,1240.0,4.0,0.0,110.0,8870.967741935483,Upcoming
Built-up  Area,Ready To Move,Maheswari Nagar,2.0,1000.0,2.0,2.0,60.0,6000.0,Ready To Move
Super built-up  Area,Ready To Move,Doddabanahalli,2.0,830.0,2.0,2.0,26.0,3132.5301204819275,Ready To Move
Plot  Area,18-Jul,Ramagondanahalli,3.0,1200.0,3.0,1.0,56.1,4675.0,Upcoming
Plot  Area,Ready To Move,Sadashiva Nagar,5.0,9600.0,7.0,2.0,2736.0,28500.0,Ready To Move
Super built-up  Area,Ready To Move,Haralur Road,2.0,1140.0,2.0,2.0,43.0,3771.9298245614036,Ready To Move
Super built-up  Area,Ready To Move,Nagarbhavi,3.0,1635.0,3.0,3.0,85.0,5198.7767584097855,Ready To Move
Built-up  Area,Ready To Move,HSR Layout,2.0,1120.0,2.0,1.0,70.0,6250.0,Ready To Move
Plot  Area,Ready To Move,Kamakya Layout,6.0,2750.0,6.0,3.0,200.0,7272.727272727273,Ready To Move
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,1760.0,3.0,2.0,185.0,10511.363636363636,Ready To Move
Super built-up  Area,Ready To Move,Harlur,3.0,2137.0,3.0,2.0,110.0,5147.402901263454,Ready To Move
